IMb,IMb Serial Number,Scan DateTime,Scan Event Code,Scan Facility ZIP,Mail Phase,Expected Delivery Date,Anticipated Delivery Date
0027020014600276944453018111076,002769444,2020-09-01 19:45:27-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602231998480221269993,022319984,2020-09-01 18:56:43-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014602077786480203135023,020777864,2020-09-01 18:30:26-0600,481,80266,Phase 1a - Origin Primary Processing,,
0027020014600275875575042507901,002758755,2020-09-01 19:44:49-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275742115066368140,002757421,2020-09-01 19:47:58-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602271791481521965206,022717914,2020-09-01 18:38:11-0600,481,81505,Phase 1a - Origin Primary Processing,,
0027020014600276945755744419405,002769457,2020-09-01 19:45:25-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602243162994086793169,022431629,2020-09-01 14:23:35-0700,894,94188,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602127647666418931104,021276476,2020-09-01 22:25:51-0500,004,64121,Phase 0 - Origin Processing Cancellation of Postage,,
0027120014602086255636461016464,020862556,2020-09-01 19:23:46-0500,891,36119,Phase 1a - Origin Primary Processing,,
0027120014602243339895423174848,022433398,2020-09-01 13:19:19-0700,894,94188,Phase 2b - Destination SCF Processing,2020-09-03,
0027020014600276912619382235920,002769126,2020-09-01 19:41:58-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602231984780218236080,022319847,2020-09-01 18:57:06-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014600186608176108100641,001866081,2020-09-01 21:19:34-0500,893,76161,Phase 2a - Destination MMP Processing,,
0027120014602140032963114581395,021400329,2020-09-01 19:22:45-0500,483,63155,Phase 2a - Destination MMP Processing,,
0027120014602232201080815925074,022322010,2020-09-01 16:49:09-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014602107741591362113163,021077415,2020-09-01 17:29:36-0700,896,91383,Phase 3a - Destination Secondary Processing,2020-09-04,2020-09-02
0027120014602164286056115315355,021642860,2020-09-01 18:22:51-0500,481,54303,Phase 1a - Origin Primary Processing,,
0027120014602206741833033353920,022067418,2020-09-01 15:58:40-0400,893,33152,Phase 2a - Destination MMP Processing,2020-09-03,
0027120014602181163606511740501,021811636,2020-09-01 19:01:32-0400,891,06101,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602250883696022953345,022508836,2020-09-01 18:50:46-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027120014602231921180113318036,022319211,2020-09-01 19:18:07-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276174307462313412,002761743,2020-09-01 19:31:08-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602206742733033556191,022067427,2020-09-01 15:58:38-0400,893,33152,Phase 2a - Destination MMP Processing,2020-09-03,
0027020014600276448591784110033,002764485,2020-09-01 19:33:16-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602243299594965246411,022432995,2020-09-01 13:25:35-0700,894,94188,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602154164584105262301,021541645,2020-09-01 23:29:45-0400,481,40231,Phase 1a - Origin Primary Processing,,
0027020014600276413634102735722,002764136,2020-09-01 19:32:13-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014600642812638655543718,006428126,2020-09-01 20:41:14-0500,891,39201,Phase 1a - Origin Primary Processing,,
0027120014600200649730342227307,002006497,2020-09-01 22:23:40-0400,891,30026,Phase 1a - Origin Primary Processing,,
0027020014600276390519007643015,002763905,2020-09-01 19:32:41-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276839034748213700,002768390,2020-09-01 19:31:48-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0031120014602137522489448,021375224,2020-09-01 19:29:40-0700,894,89510,Phase 2b - Destination SCF Processing,,
0027120014600183225975025383309,001832259,2020-09-01 20:11:04-0500,481,75099,Phase 1a - Origin Primary Processing,,
0027120014602231933480120811473,022319334,2020-09-01 19:09:42-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276183410308263632,002761834,2020-09-01 19:30:58-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602231860380012411593,022318603,2020-09-01 16:49:45-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014602243289594923975230,022432895,2020-09-01 13:28:34-0700,894,94188,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602155683098524970021,021556830,2020-09-01 18:14:37-0700,896,98413,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276020930677000275,002760209,2020-09-01 19:51:27-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602231920680113505311,022319206,2020-09-01 19:18:07-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014602079131396088014444,020791313,2020-09-01 18:32:31-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027020014600276862564113114809,002768625,2020-09-01 19:39:15-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602206734133031185300,022067341,2020-09-01 16:00:55-0400,893,33152,Phase 2a - Destination MMP Processing,2020-09-03,
0027120014602243142094066190460,022431420,2020-09-01 13:21:26-0700,894,94188,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602231850680011220680,022318506,2020-09-01 16:52:39-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276407130094820625,002764071,2020-09-01 19:32:21-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275837546385640254,002758375,2020-09-01 19:45:31-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602243223194116145334,022432231,2020-09-01 20:59:02-0700,896,94188,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276831629505391143,002768316,2020-09-01 19:31:57-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276005427106500620,002760054,2020-09-01 19:48:50-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276835331904224300,002768353,2020-09-01 19:31:52-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602142756296793268192,021427562,2020-09-01 18:52:40-0700,891,94188,Phase 1a - Origin Primary Processing,2020-09-09,
0027020014600275826337774251722,002758263,2020-09-01 19:47:04-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276547494804111903,002765474,2020-09-01 19:46:37-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276100178261277618,002761001,2020-09-01 19:45:57-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602231989780218355080,022319897,2020-09-01 18:57:01-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014602250424095616370801,022504240,2020-09-01 20:55:52-0700,894,95799,Phase 2b - Destination SCF Processing,,
0027020014600276437078114924415,002764370,2020-09-01 19:39:24-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276921423518200119,002769214,2020-09-01 19:41:42-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602108818094124297253,021088180,2020-09-01 20:56:38-0700,896,94188,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276090773538234528,002760907,2020-09-01 19:45:59-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275873973159721516,002758739,2020-09-01 19:44:51-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0031120014600201552785635,002015527,2020-09-01 17:35:31-0700,484,85726,Phase 2b - Destination SCF Processing,,
0027120014602092085398548138787,020920853,2020-09-01 19:39:40-0700,896,98413,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014600203286187005052020,002032861,2020-09-01 15:38:50-0600,894,87101,Phase 2b - Destination SCF Processing,,
0027120014602078514994030282020,020785149,2020-09-01 20:34:31-0700,896,94188,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275840542071290711,002758405,2020-09-01 19:45:35-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275791729568746429,002757917,2020-09-01 19:46:38-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602271646774741122060,022716467,2020-09-01 22:55:57-0500,896,74141,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275850154449176908,002758501,2020-09-01 19:45:19-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275725808046300195,002757258,2020-09-01 19:47:24-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276696092835403811,002766960,2020-09-01 19:44:37-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602243195994111182899,022431959,2020-09-01 13:13:32-0700,894,94188,Phase 2b - Destination SCF Processing,2020-09-03,
0027020014600275997922193574381,002759979,2020-09-01 19:48:25-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602090882987060033131,020908829,2020-09-01 15:38:47-0600,894,87101,Phase 2b - Destination SCF Processing,,
0027020014600275740113492111202,002757401,2020-09-01 19:48:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602079166096793924502,020791660,2020-09-01 18:52:49-0700,891,94188,Phase 1a - Origin Primary Processing,2020-09-09,
0027020014600275719906339133805,002757199,2020-09-01 19:47:31-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602251556197338106470,022515561,2020-09-01 18:06:33-0700,896,97215,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602250915796088978188,022509157,2020-09-01 18:53:46-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027020014600275840742347952838,002758407,2020-09-01 19:45:30-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276068253024938210,002760682,2020-09-01 19:46:18-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275812633573578128,002758126,2020-09-01 19:46:41-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276086268502414032,002760862,2020-09-01 19:46:05-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275996922151360799,002759969,2020-09-01 19:48:26-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276076461114689932,002760764,2020-09-01 19:45:43-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014600186618076108060202,001866180,2020-09-01 21:19:34-0500,893,76161,Phase 2a - Destination MMP Processing,,
0027120014602167728896032977235,021677288,2020-09-01 18:53:54-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027020014600276323078727263013,002763230,2020-09-01 19:30:49-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276960278240175407,002769602,2020-09-01 19:40:03-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276087670791316630,002760876,2020-09-01 19:46:03-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602128703178648284006,021287031,2020-09-01 21:00:21-0500,891,77315,Phase 1a - Origin Primary Processing,,
0027020014600276002023433141404,002760020,2020-09-01 19:48:47-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275718401027254862,002757184,2020-09-01 19:47:32-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275874073160852509,002758740,2020-09-01 19:44:51-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275976718969245057,002759767,2020-09-01 19:48:17-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275836545414504221,002758365,2020-09-01 19:45:32-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276698093722971257,002766980,2020-09-01 19:44:35-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276658636106301027,002766586,2020-09-01 19:44:27-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602138073945011543540,021380739,2020-09-01 23:58:48-0400,891,45234,Phase 1a - Origin Primary Processing,,
0027120014602231938480120820827,022319384,2020-09-01 19:09:37-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027120014602130198396039043232,021301983,2020-09-01 19:32:46-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027120014602250470095645052424,022504700,2020-09-01 16:45:50-0700,896,95799,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275869067357301617,002758690,2020-09-01 19:44:57-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275835745233480186,002758357,2020-09-01 19:45:33-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275801932080714349,002758019,2020-09-01 19:47:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602273483787582000404,022734837,2020-09-01 15:38:06-0600,894,87101,Phase 2b - Destination SCF Processing,,
0027020014600276007527571967433,002760075,2020-09-01 19:48:49-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602232266781212221926,022322667,2020-09-01 18:48:12-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600276103480005314591,002761034,2020-09-01 19:43:38-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602250888296032106464,022508882,2020-09-01 19:00:34-0700,894,96049,Phase 2b - Destination SCF Processing,,
0027120014602269652261552013939,022696522,2020-09-01 19:29:49-0400,481,46802,Phase 1a - Origin Primary Processing,,
0027120014602161019730043243162,021610197,2020-09-01 20:38:18-0400,891,37950,Phase 1a - Origin Primary Processing,,
0027120014602116431981504430885,021164319,2020-09-01 18:38:24-0600,481,81505,Phase 1a - Origin Primary Processing,,
0027120014602079166996793261426,020791669,2020-09-01 18:52:49-0700,891,94188,Phase 1a - Origin Primary Processing,2020-09-09,
0027020014600276620814604262599,002766208,2020-09-01 19:42:55-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014600671142276522421911,006711422,2020-09-01 19:53:02-0500,896,78710,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275952607666252205,002759526,2020-09-01 19:41:44-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276630421236154010,002766304,2020-09-01 19:42:43-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276688387109491329,002766883,2020-09-01 19:44:02-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276677674017106915,002766776,2020-09-01 19:44:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276130192880129706,002761301,2020-09-01 19:43:18-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276131693424243434,002761316,2020-09-01 19:43:11-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276628320817295108,002766283,2020-09-01 19:42:46-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276143997221127114,002761439,2020-09-01 19:43:41-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0031020014600276705557104,002767055,2020-09-01 19:41:15-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602243784094595282306,022437840,2020-09-01 20:29:37-0700,896,94615,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276618111793381355,002766181,2020-09-01 19:42:58-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276655934110708727,002766559,2020-09-01 19:42:22-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276646730548414117,002766467,2020-09-01 19:42:32-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275947506320343463,002759475,2020-09-01 19:41:50-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275938201545502289,002759382,2020-09-01 19:42:01-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275830143214162874,002758301,2020-09-01 19:47:14-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276147098296539904,002761470,2020-09-01 19:43:14-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275939101824450707,002759391,2020-09-01 19:42:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602243187194107438084,022431871,2020-09-01 13:14:03-0700,894,94188,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602231975580209511335,022319755,2020-09-01 18:57:16-0600,893,80266,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014600275941902333311103,002759419,2020-09-01 19:41:57-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276107785140537926,002761077,2020-09-01 19:43:33-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276636322311101323,002766363,2020-09-01 19:42:36-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276136195409589535,002761361,2020-09-01 19:43:50-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275966814150822431,002759668,2020-09-01 19:42:04-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275959510543272314,002759595,2020-09-01 19:41:36-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276609705753944420,002766097,2020-09-01 19:41:08-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602150343643230646129,021503436,2020-09-01 21:33:36-0400,896,43218,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602243785094595244814,022437850,2020-09-01 20:31:56-0700,896,94615,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602206990533160494137,022069905,2020-09-01 16:38:57-0400,893,33152,Phase 2a - Destination MMP Processing,2020-09-03,
0027020014600276623625414182715,002766236,2020-09-01 19:42:51-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275962811709300320,002759628,2020-09-01 19:42:04-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275963011725410515,002759630,2020-09-01 19:42:04-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275938401730162810,002759384,2020-09-01 19:42:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275961711357153324,002759617,2020-09-01 19:41:34-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276122192115683737,002761221,2020-09-01 19:43:16-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276608602920364622,002766086,2020-09-01 19:41:10-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276680277005264965,002766802,2020-09-01 19:43:57-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276970391744620132,002769703,2020-09-01 19:40:30-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276145798027454160,002761457,2020-09-01 19:43:40-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276650432128671214,002766504,2020-09-01 19:42:28-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276642028405412913,002766420,2020-09-01 19:42:11-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276165102748131080,002761651,2020-09-01 19:31:19-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602109224094595311404,021092240,2020-09-01 20:29:41-0700,896,94615,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276105980829163205,002761059,2020-09-01 19:43:35-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602091284494597775069,020912844,2020-09-01 20:31:05-0700,896,94615,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602257688535215393330,022576885,2020-09-01 22:42:25-0500,893,35203,Phase 2a - Destination MMP Processing,,
0027020014600276690291710282146,002766902,2020-09-01 19:44:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276689791105294685,002766897,2020-09-01 19:44:01-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276614409128000550,002766144,2020-09-01 19:41:03-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602257689735215402535,022576897,2020-09-01 22:42:25-0500,893,35203,Phase 2a - Destination MMP Processing,,
0027020014600276687985748215538,002766879,2020-09-01 19:44:03-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276114689166650417,002761146,2020-09-01 19:43:25-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602130135795728102828,021301357,2020-09-01 17:37:57-0700,896,95799,Phase 3a - Destination Secondary Processing,,2020-09-02
0031120014602073110655726,020731106,2020-09-01 20:38:17-0500,896,55806,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276609003816000707,002766090,2020-09-01 19:41:09-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276623319601104202,002766233,2020-09-01 19:42:52-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275950207974201688,002759502,2020-09-01 19:41:47-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276648031907147175,002766480,2020-09-01 19:42:31-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276146298110238901,002761462,2020-09-01 19:43:38-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602129869794597307969,021298697,2020-09-01 20:30:13-0700,896,94615,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602091279294595196412,020912792,2020-09-01 20:29:36-0700,896,94615,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276104380120520388,002761043,2020-09-01 19:43:37-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602091280394595393383,020912803,2020-09-01 20:31:43-0700,896,94615,Phase 3a - Destination Secondary Processing,,2020-09-02
0027120014602243784794595391288,022437847,2020-09-01 20:29:36-0700,896,94615,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600276140595864167780,002761405,2020-09-01 19:43:45-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602271792781521207833,022717927,2020-09-01 18:38:16-0600,481,81505,Phase 1a - Origin Primary Processing,,
0027020014600276108085207583350,002761080,2020-09-01 19:43:33-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275858860126330999,002758588,2020-09-01 19:45:09-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602182757207601107324,021827572,2020-09-01 19:31:43-0400,896,07699,Phase 3a - Destination Secondary Processing,2020-09-03,2020-09-02
0027020014600276106080915232813,002761060,2020-09-01 19:43:35-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276685180222714186,002766851,2020-09-01 19:44:06-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602234241685344750111,022342416,2020-09-01 17:31:08-0700,896,85026,Phase 3a - Destination Secondary Processing,2020-09-03,2020-09-02
0027020014600276882892625070606,002768828,2020-09-01 19:33:38-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276147198329508814,002761471,2020-09-01 19:43:14-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276628620854277707,002766286,2020-09-01 19:42:45-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276680477064429834,002766804,2020-09-01 19:43:56-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276685782834178501,002766857,2020-09-01 19:44:05-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275949907928172583,002759499,2020-09-01 19:41:47-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276643529412433539,002766435,2020-09-01 19:42:09-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276682678133000620,002766826,2020-09-01 19:43:54-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276621615658242911,002766216,2020-09-01 19:42:54-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276634522192491162,002766345,2020-09-01 19:42:39-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276688085749750888,002766880,2020-09-01 19:44:03-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276120192009602168,002761201,2020-09-01 19:43:05-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276117190303255122,002761171,2020-09-01 19:43:22-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276624218974168408,002766242,2020-09-01 19:42:51-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602137080030342860404,021370800,2020-09-01 22:33:34-0400,891,30026,Phase 1a - Origin Primary Processing,,
0027020014600276647329803590903,002766473,2020-09-01 19:42:32-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602243349895453657610,022433498,2020-09-01 13:19:11-0700,894,94188,Phase 2b - Destination SCF Processing,2020-09-03,
0027020014600276639527532076767,002766395,2020-09-01 19:42:14-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600276126792626646452,002761267,2020-09-01 19:43:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600275944103455042525,002759441,2020-09-01 19:41:54-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602269657561554853228,022696575,2020-09-01 19:58:41-0400,481,46802,Phase 1a - Origin Primary Processing,,
0027020014600276129592835350913,002761295,2020-09-01 19:43:19-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276683879413572625,002766838,2020-09-01 19:43:52-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602271789581521870457,022717895,2020-09-01 18:38:10-0600,481,81505,Phase 1a - Origin Primary Processing,,
0027020014600276654133596604403,002766541,2020-09-01 19:42:24-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276690091367562010,002766900,2020-09-01 19:44:00-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276634422191363209,002766344,2020-09-01 19:42:39-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027120014602152457862712753716,021524578,2020-09-01 16:47:58-0500,481,47711,Phase 1a - Origin Primary Processing,,
0027020014600276632222031322514,002766322,2020-09-01 19:42:41-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-03,
0027020014600275944803908011616,002759448,2020-09-01 19:41:53-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276120592025500129,002761205,2020-09-01 19:43:04-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276117290505620612,002761172,2020-09-01 19:43:22-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027120014602263151597488970245,022631515,2020-09-01 19:12:57-0700,894,97401,Phase 2b - Destination SCF Processing,,
0027120014602250300795346970650,022503007,2020-09-01 17:11:56-0700,896,95799,Phase 3a - Destination Secondary Processing,,2020-09-02
0027020014600275723608867420018,002757236,2020-09-01 19:47:26-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
0027020014600276657734292531032,002766577,2020-09-01 19:42:20-0400,481,23150,Phase 1a - Origin Primary Processing,2020-09-04,
